,episode name,timestamp,link
561,Ep. 74,Working deeply during a coup. [37:33],https://open.spotify.com/episode/1R7iSxQSGR9SNlQ20WVgQY
562,Ep. 75,"he co-hosts with Ryan. The story of how the Minimalists got started is well-told, so I thought I would focus on a natural follow question: what happened next? Starting with when I first met him in 2012, I ask Joshua to walk us through the building of the Minimalist brand -how they went from an amateur blog to being recognized on the street a dozen times a day. In doing so, we learn a lot about the inspiring, value-driven approach that Joshua and Ryan have taken in their careers, in which living right is more important than making the most money or accusing the most likes. Thanks to Jay Kerstens for the intro music.]",https://open.spotify.com/episode/0A5BRtHXqeIQUntoPYXU89
563,Ep. 76, Updating strategic plans. [4:13],https://open.spotify.com/episode/4CpWEbY6zkIaOhycaf4YKe
564,Ep. 76, Capturing small projects. [8:26],https://open.spotify.com/episode/4CpWEbY6zkIaOhycaf4YKe
565,Ep. 76, Archiving tasks. [12:47],https://open.spotify.com/episode/4CpWEbY6zkIaOhycaf4YKe
566,Ep. 76, Email on speed (dealing with WhatsApp). [17:15],https://open.spotify.com/episode/4CpWEbY6zkIaOhycaf4YKe
567,Ep. 76, Coping with an abundance of depth. [31:28],https://open.spotify.com/episode/4CpWEbY6zkIaOhycaf4YKe
568,Ep. 77,DEEP DIVE: Does email have a mind of its own? [6:23],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
569,Ep. 77, How do I avoid boring research? [16:35],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
570,Ep. 77, How do I learn new skills without becoming overwhelmed? [19:44],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
571,Ep. 77, How do I better structure workplace communication? [23:34],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
572,Ep. 77," How do I say ""no"" more often? [29:41]",https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
573,Ep. 77, When should I stop listening to your podcast? [39:12],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
574,Ep. 77, How do I deal with excessive browser tabs? [40:14],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
575,Ep. 77, Will the world eventually force me to buy a smartphone? [49:08],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
576,Ep. 77, (A brief meditation on the pleasures of regular autonomous creative work) [52:20],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
577,Ep. 77, How long should planning take? [57:28],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
578,Ep. 77, Is reading fiction a waste of time? [59:04],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
579,Ep. 77, What is your opinion of Alexa? [1:02:41],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
580,Ep. 77, Is a mission different than a passion? [1:06:22],https://open.spotify.com/episode/1JLUkYMDbxQzYdAQEeSY1d
581,Ep. 78,Active recall in the office. [4:58],https://open.spotify.com/episode/4OPY3nt23FKlGNxWTunpDL
582,Ep. 78,Processes for problem solving. [9:58],https://open.spotify.com/episode/4OPY3nt23FKlGNxWTunpDL
583,Ep. 78,Time blocking versus the pomodoro method. [14:20],https://open.spotify.com/episode/4OPY3nt23FKlGNxWTunpDL
584,Ep. 78,Time blocking versus bullet journaling. [23:51],https://open.spotify.com/episode/4OPY3nt23FKlGNxWTunpDL
585,Ep. 78,The necessity of a second brain. [28:46],https://open.spotify.com/episode/4OPY3nt23FKlGNxWTunpDL
586,Ep. 79,DEEP DIVE: Should this meeting have been an email? [5:30],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
587,Ep. 79, How do I recharge after a hard year of work? [17:14],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
588,Ep. 79, How do I write blog posts? [20:46],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
589,Ep. 79, How important is working from home for accomplishing deep work? [22:52],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
590,Ep. 79, How can I apply productive meditation to work that requires a computer? [28:52],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
591,Ep. 79, How do I step away from WhatsApp? [33:13],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
592,Ep. 79, Are spaced repetition flashcard programs worth it? [36:47],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
593,Ep. 79, What should I replace social media with in my life? [43:24],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
594,Ep. 79, How can I start a business without social media? [51:19],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
595,Ep. 79, Why are kitchens such appealing work locations? [54:53],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
596,Ep. 79, How do I overcome deep procrastination during remote learning? [58:10],https://open.spotify.com/episode/4iTZbWBvZizZnbk8nVe0No
597,Ep. 80, On the value of expensive productivity systems. [3:58],https://open.spotify.com/episode/0YCCV1gB7iYLDKAISnbfzG
598,Ep. 80, Phantom part-time jobs. [11:16],https://open.spotify.com/episode/0YCCV1gB7iYLDKAISnbfzG
599,Ep. 80, Working deeply after hard days. [16:24],https://open.spotify.com/episode/0YCCV1gB7iYLDKAISnbfzG
600,Ep. 80, Must all leisure be quality? [28:27],https://open.spotify.com/episode/0YCCV1gB7iYLDKAISnbfzG
601,Ep. 81,DEEP DIVE: What Are My Core Systems? [2:40],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
602,Ep. 81, How do I avoid burnout? [13:33],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
603,Ep. 81,  How do I measure effectiveness in a vague job? [19:58],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
604,Ep. 81, How do I teach myself to become a better programmer? [22:19],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
605,Ep. 81, What is a good way to become a better leader? [27:50],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
606,Ep. 81, How do non-fiction writers become better at their craft? [30:56],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
607,Ep. 81, What motivates a boss to promote you? (Plus a bonus digression on personal versus societal improvement) [34:27],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
608,Ep. 81, Does personal email make people miserable? [39:40],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
609,Ep. 81,  Should I quit social media for good? [42:09],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
610,Ep. 81, How do I help someone kick their TikTok addiction? [49:23],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
611,Ep. 81, Is it possible to succeed in business without a personal brand? [56:40],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
612,Ep. 81, How do we teach deep thinking to kids? (warning: your kids will now like my answer) [1:00:36],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
613,Ep. 81, Why did I move to Takoma Park? [1:04:32],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
614,Ep. 81, How do I focus when dealing with emotional turmoil? [1:15],https://open.spotify.com/episode/4k6YoJslJA6LwEtiiUmfoo
615,Ep. 82,Taming scattered schedules. [3:10],https://open.spotify.com/episode/4f0ASnQv0XWzVwNimh80pu
616,Ep. 82,Phantom part time work in the office. [11:04],https://open.spotify.com/episode/4f0ASnQv0XWzVwNimh80pu
617,Ep. 82,The joys and sorrows of binge working. [18:12],https://open.spotify.com/episode/4f0ASnQv0XWzVwNimh80pu
618,Ep. 82,Organizing reading when you're slow at reading. [25:05],https://open.spotify.com/episode/4f0ASnQv0XWzVwNimh80pu
619,Ep. 82,Combatting administrative overload in academia (including a bonus unsolicited rant). [29:57],https://open.spotify.com/episode/4f0ASnQv0XWzVwNimh80pu
620,Ep. 83, How do I concentrate in an open office? [5:27],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
621,Ep. 83, Do professors need to work 60+ hours a week? [9:10],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
622,Ep. 83, What's the best workflow for student reference letters? [17:38],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
623,Ep. 83, How does an MS student prepare to become a CS professor? [21:21],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
624,Ep. 83, How can a high school principal find time to do deep work? [25:28],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
625,Ep. 83, Can email itself be the work? [35:36],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
626,Ep. 83, Do I need constant pings and messaging to foster community? [43:27],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
627,Ep. 83, Must I stop watching TV and movies to be productive? [46:51],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
628,Ep. 83, In what order should a teenager read the Cal Newport Canon? [53:42],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
629,Ep. 83, Are Peloton badges just another digital addiction? [58:48],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
630,Ep. 83, How do I stop avoiding the need to live deeper? [1:01:36],https://open.spotify.com/episode/3dAw9Fsl1gHiXoUnS9Hxap
631,Ep. 84, Scheduling multiple concurrent projects. [5:06],https://open.spotify.com/episode/3Q50lDgKIuygLFI13TAbZR
632,Ep. 84, Prioritizing projects. [12:03],https://open.spotify.com/episode/3Q50lDgKIuygLFI13TAbZR
633,Ep. 84, Work from home wardrobes (and virtual commutes). [15:58],https://open.spotify.com/episode/3Q50lDgKIuygLFI13TAbZR
634,Ep. 84,  Maintaining focusing during mini-delays. [23:49],https://open.spotify.com/episode/3Q50lDgKIuygLFI13TAbZR
635,Ep. 84, Decorating an office to support deep work. [28:11],https://open.spotify.com/episode/3Q50lDgKIuygLFI13TAbZR
636,Ep. 85,DEEP DIVE: Are NFTs frivolous or fundamental? [6:57],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
637,Ep. 85, Does a world without email mean the return of voicemail? [23:42],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
638,Ep. 85, Is Elon Musk right about not pursuing a PhD? [26:31],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
639,Ep. 85, Is mastery incompatible with the deep life? [28:47],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
640,Ep. 85, Do I need a todo list for my personal life? [39:15],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
641,Ep. 85," How do you come up with catchy phrases like ""hyperactive hive mind""? [41:26]",https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
642,Ep. 85, Why am I wary of building a team? [44:12],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
643,Ep. 85, How do I use the internet responsibly when there is so much information? [48:02],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
644,Ep. 85, How do I learn to code while working a demanding job? [49:33],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
645,Ep. 85, What are my (Cal) thoughts on Microsoft Teams? [55:41],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
646,Ep. 85, How do I (Cal) spend my time outside of work and family? [58:49],https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
647,Ep. 85," How do I unplug from the ""productivity machine"" and relax? [1:01:10]",https://open.spotify.com/episode/7IK5Cy65EeIhIS6pZLL3Am
648,Ep. 86,Transferring tasks from capture to configure tools. [4:07],https://open.spotify.com/episode/2e1vRWFKFsaciJ3u47PfQi
649,Ep. 86,Getting better at thinking while walking (plus bonus MIT nostalgia). [6:53],https://open.spotify.com/episode/2e1vRWFKFsaciJ3u47PfQi
650,Ep. 86, Deep work breaks. [14:44],https://open.spotify.com/episode/2e1vRWFKFsaciJ3u47PfQi
651,Ep. 86,Dedicated task lists for projects (what I do). [25:28],https://open.spotify.com/episode/2e1vRWFKFsaciJ3u47PfQi
652,Ep. 86,Incompatible calendars. [30:43],https://open.spotify.com/episode/2e1vRWFKFsaciJ3u47PfQi
653,Ep. 87, What algorithm should I use to implement the Eisenhower Matrix? [6:21],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
654,Ep. 87, Should I switch careers to pursue my dream? [9:34],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
655,Ep. 87," How did I (Cal) fit research, teaching, and writing into my 9 to 5 graduate student schedule? [20:37]",https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
656,Ep. 87,  What advice should I give students about deep work? [23:55],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
657,Ep. 87, Can I succeed in music without social media? [28:06],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
658,Ep. 87, How can I avoid social media during Zoom classes? [32:28],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
659,Ep. 87, What are my (Cal) favorite sources for book research? [40:03],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
660,Ep. 87, How do I (Cal) decide what books to read? [42:00],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
661,Ep. 87, How can I combine deep leisure with an exhausting job? [45:40],https://open.spotify.com/episode/5CsOIB7jjWWLIe5bTGk67K
662,Ep. 88,Determining if your work is deep. [3:21],https://open.spotify.com/episode/7uG0yz6taUR9RToDvryUVb
663,Ep. 88,Limits for daily deep work. [6:30],https://open.spotify.com/episode/7uG0yz6taUR9RToDvryUVb
664,Ep. 88,Taking notes in a time block planner. [11:17],https://open.spotify.com/episode/7uG0yz6taUR9RToDvryUVb
665,Ep. 88,My notebooks. [17:24],https://open.spotify.com/episode/7uG0yz6taUR9RToDvryUVb
666,Ep. 88,Instagram and artists. [24:16],https://open.spotify.com/episode/7uG0yz6taUR9RToDvryUVb
667,Ep. 89,"DEEP DIVE: What Does ""Productivity"" Actually Mean? [5:04]",https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
668,Ep. 89, How do I stay productive after the pandemic? [17:56],https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
669,Ep. 89, How do I relearn how to think deeply? [22:51],https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
670,Ep. 89, Can I build a world without email with non-knowledge workers? [31:38],https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
671,Ep. 89, Are some people more aligned to some jobs than others? [34:47],https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
672,Ep. 89, Do I need a dumb phone? [38:48],https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
673,Ep. 89, How will the pandemic impact higher education? [42:28],https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
674,Ep. 89, Has my liberal arts education helped my CS career? [51:23],https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
675,Ep. 89," How do the ""deep life"" buckets related to quarterly planning? [56:05]",https://open.spotify.com/episode/13y1vOnfciyukVI1uqaBJS
676,Ep. 90,Behind the Curtain: My Current Scheduling Setup [0:22],https://open.spotify.com/episode/68LZp33VYlApBSx6h2ZzXz
677,Ep. 90,Book Recommendation: The Unspoken Rules [9:34],https://open.spotify.com/episode/68LZp33VYlApBSx6h2ZzXz
678,Ep. 90,Listener Calls: Perfectionism and time-block schedules. [12:58],https://open.spotify.com/episode/68LZp33VYlApBSx6h2ZzXz
679,Ep. 90, Constructing effective student schedules. [18:56],https://open.spotify.com/episode/68LZp33VYlApBSx6h2ZzXz
680,Ep. 90, Organizing the tasks that make up a project. [26:58],https://open.spotify.com/episode/68LZp33VYlApBSx6h2ZzXz
681,Ep. 90, Optimal task structure. [35:47],https://open.spotify.com/episode/68LZp33VYlApBSx6h2ZzXz
682,Ep. 90, RANT ALERT: social media and danger of algorithmic attention. [40:32],https://open.spotify.com/episode/68LZp33VYlApBSx6h2ZzXz
683,Ep. 91,"I'm joined in today's episode by Greg McKeown, author of the mega-bestseller Essentialism, and his new book, Effortless.We talk about the massive success of Essentialism, decoding why it did so well and discussing how it changed his life. We then get into the origin of the ideas that became Effortless, and use some of my own attempts to make essential work easier as a case study.Thanks to Jay Kerstens for the intro music.]",https://open.spotify.com/episode/6smDZu8tIjlLpWqSxNk7Tr
684,Ep. 92, Time block specificity (coercive versus collaborative productivity). [6:24],https://open.spotify.com/episode/2UcQN5GSche0yfBKm0CRBT
685,Ep. 92,  Balancing time spent on different types of work. [11:34],https://open.spotify.com/episode/2UcQN5GSche0yfBKm0CRBT
686,Ep. 92, Project priorities. [18:34],https://open.spotify.com/episode/2UcQN5GSche0yfBKm0CRBT
687,Ep. 92, Building a social life during a pandemic. [26:57],https://open.spotify.com/episode/2UcQN5GSche0yfBKm0CRBT
688,Ep. 92, Making use of unexpected free time. [33:27],https://open.spotify.com/episode/2UcQN5GSche0yfBKm0CRBT
689,Ep. 93,DEEP DIVE: What happens if you stop using your phone for a year? [3:55],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
690,Ep. 93,WORKING DEEPLY: How do I avoid the hyperactive hive mind in a new job? [11:36],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
691,Ep. 93, How can the author of A WORLD WITHOUT EMAIL have an email list? [14:02],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
692,Ep. 93, When did personal productivity become a thing? [16:25],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
693,Ep. 93, Am I overcommitted or bad at time management? [25:47],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
694,Ep. 93, How do I decide on roles for my task boards? [29:23],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
695,Ep. 93," How can I become established as a content creator? (Or, the perils of ""checklist productivity"") [33:16]",https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
696,Ep. 93, Recreating the water color in a world without email? [38:44],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
697,Ep. 93,LIVING DEEPLY: What are some good biographies for deep life inspiration? [46:38],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
698,Ep. 93, What are my top 3 recommendations for someone looking to live deeper? [49:12],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
699,Ep. 93, Can a commute be contemplative? [54:50],https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
700,Ep. 93," Where do I (Cal) write about ""the deep life"" in my books? [58:51]",https://open.spotify.com/episode/7CehmtkkMjVHa930EX31nP
701,Ep. 94,  Productivity with a chronic illness. [4:28],https://open.spotify.com/episode/3dbwU7k76i1iJrP6X9yJME
702,Ep. 94, Coordinating strategic plans with a partner. [12:44],https://open.spotify.com/episode/3dbwU7k76i1iJrP6X9yJME
703,Ep. 94, Getting your boss to bother you less. [17:56],https://open.spotify.com/episode/3dbwU7k76i1iJrP6X9yJME
704,Ep. 94, High quality leisure for students [25:59],https://open.spotify.com/episode/3dbwU7k76i1iJrP6X9yJME
705,Ep. 94, Feeling overwhelmed by Facebook Groups. [29:58],https://open.spotify.com/episode/3dbwU7k76i1iJrP6X9yJME
706,Ep. 95, What challenges will I face switching to time-block planning for the first time? [3:43],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
707,Ep. 95, How do I time block very long days? [8:20],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
708,Ep. 95, How do I move external colleagues and clients away from email collaboration? [11:10],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
709,Ep. 95, How do I manage multiple email addresses? [18:57],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
710,Ep. 95, How do I avoid Slack FOMO? [20:21],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
711,Ep. 95,  How can I avoid Twitter if it's where important updates are posted? [25:49],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
712,Ep. 95, RANT ALERT: What do I (Cal) think about big tech data collection? [28:45],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
713,Ep. 95, How do you hit a bestseller list without social media? [35:57],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
714,Ep. 95, What were my (Cal's) early blogging habits? [40:21],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
715,Ep. 95, Do I (Cal) listen to audio books? [50:10],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
716,Ep. 95, How do I (Cal) remember thoughts from my walks? [51:31],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
717,Ep. 95, Will social media usage go down oner time? [54:10],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
718,Ep. 95, How do I be a digital minimalist in a maximalist family? [58:30],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
719,Ep. 95, What are the drawbacks of working more seasonly? [59:52],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
720,Ep. 95, How do I maintain the will to do deep work? [1:07:55],https://open.spotify.com/episode/6QpvkhdhAeeu8OqOcLDYOs
721,Ep. 96,"  Managing a ""waiting on"" list. [2:57]",https://open.spotify.com/episode/4pBl14xzCBgMdL9zsatdR1
722,Ep. 96, Emotion-driven attention residue. [9:40],https://open.spotify.com/episode/4pBl14xzCBgMdL9zsatdR1
723,Ep. 96,  Drifting from time block schedules. [15:29],https://open.spotify.com/episode/4pBl14xzCBgMdL9zsatdR1
724,Ep. 96, Relationship Counseling: Batching dirty dishes? [20:48],https://open.spotify.com/episode/4pBl14xzCBgMdL9zsatdR1
725,Ep. 96, Organizing research. [25:39],https://open.spotify.com/episode/4pBl14xzCBgMdL9zsatdR1
726,Ep. 96," Emotions, energy, and productivity. [32:20]",https://open.spotify.com/episode/4pBl14xzCBgMdL9zsatdR1
727,Ep. 97, How can I get others to accept a deeper work environment? [6:16],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
728,Ep. 97, How can I escape meeting overload? [10:12],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
729,Ep. 97, How can I ready myself for a deep work sessions? [18:00],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
730,Ep. 97, Should I hire an assistant to help me with my emails? [22:14],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
731,Ep. 97, How should indie authors use social media? [27:10],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
732,Ep. 97, How do I stop being so distracted at work? [35:11],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
733,Ep. 97, What is my (Cal) next book going to be about? [42:26],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
734,Ep. 97, How do I preserve energy for home projects? [44:43],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
735,Ep. 97, What do you (Cal) find valuable in the work of Abraham Joshua Heschel? [50:02],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
736,Ep. 97, What is my (Cal) favorite Neil Postman book? [53:06],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
737,Ep. 97, Can I write a novel if I'm a full-time computer programmer? [56:20],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
738,Ep. 97, Nina how do you choose what to work deeply on? [58:56],https://open.spotify.com/episode/5y5S7CproCk8XuhQb9ZUxN
739,Ep. 98,"  How long to keep items on a ""done"" list. [2:09]",https://open.spotify.com/episode/3uvRmU2tPpuRNVj2TIM3un
740,Ep. 98, When is it worth spending money on productivity software? [4:57],https://open.spotify.com/episode/3uvRmU2tPpuRNVj2TIM3un
741,Ep. 98, Troubleshooting time blocks. [14:33],https://open.spotify.com/episode/3uvRmU2tPpuRNVj2TIM3un
742,Ep. 98, Scheduling short breaks (or not). [19:30],https://open.spotify.com/episode/3uvRmU2tPpuRNVj2TIM3un
743,Ep. 98, Avoiding distractions during planning. [30:04],https://open.spotify.com/episode/3uvRmU2tPpuRNVj2TIM3un
744,Ep. 98, Helping young people figure out their career. [33:31],https://open.spotify.com/episode/3uvRmU2tPpuRNVj2TIM3un
745,Ep. 99,DEEP DIVE: How Can I Significantly Reduce Email? [6:30],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
746,Ep. 99,: How do I account for transition time between time blocks? [20:20],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
747,Ep. 99, Rant Alert: How do I creeping combat corporate complexity?[21:58],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
748,Ep. 99, How do I identify processes to optimize? [29:58],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
749,Ep. 99, How much should one rely on technology to think? [33:10],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
750,Ep. 99,  How important is memorization in deep work? [36:07],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
751,Ep. 99, Should I move to Sweden or make more money? [38:09],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
752,Ep. 99,   Should I take a promotion that requires lots of shallow work? [46:50],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
753,Ep. 99,:  Would people use Facebook if it cost money? [52:54],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
754,Ep. 99, Do you (Cal) identify with philosophy of Ayn Rand? [57:56],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
755,Ep. 99, How do you balance discipline and enjoyment in leisure? [59:03],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
756,Ep. 99, What's the best way to prioritize which books to read? [1:03:18],https://open.spotify.com/episode/21K5bOF6OpJA6b55aIcRx3
757,Ep. 100,  Dealing with time blocking overload. [4:13],https://open.spotify.com/episode/7bfx3GaLfJOSTkJIY70voG
758,Ep. 100, Planning household admin. [9:04],https://open.spotify.com/episode/7bfx3GaLfJOSTkJIY70voG
759,Ep. 100, How theoreticians schedule proof work. [16:24],https://open.spotify.com/episode/7bfx3GaLfJOSTkJIY70voG
760,Ep. 100, Retyping notes (or not). [27:57],https://open.spotify.com/episode/7bfx3GaLfJOSTkJIY70voG
761,Ep. 100, Becoming a better conductor. [34:15],https://open.spotify.com/episode/7bfx3GaLfJOSTkJIY70voG
762,Ep. 101, Should I maintain a day free from all work? [3:55],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
763,Ep. 101, How do I take notes on a Kindle? [9:06],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
764,Ep. 101, How an I integrate accountability with my time-block planning? (Bonus rant on making workloads transparent.) [11:31],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
765,Ep. 101, How do I avoid over-structuring my life as a student? [19:49],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
766,Ep. 101, What is my (Cal) computer science research about? [21:35],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
767,Ep. 101, What is the best productivity system for someone who manages hundreds of tasks across numerous projects? [25:26],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
768,Ep. 101, How do you decide when to commit to a new role or project? [34:07 Are my (Cal) ideas on passion in stark contrast to most philosophers? [39:44],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
769,Ep. 101, Have I (Cal) started a new book yet? [44:25],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
770,Ep. 101, Should I spend time on investing or my side project? [45:07],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
771,Ep. 101, What is the role of productivity in the deep life? [51:19],https://open.spotify.com/episode/13cibTOpmRR6XhwfZzW7lk
